category,sub_category,product_name,total_revenue,total_profit,avg_margin_pct,total_units,order_count,revenue_rank
Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,-4.466,-275.0,2,1,1058
Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",197.72,55.3616,28.000000000000004,4,1,455
Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,1524.5320000000002,53.0272,-78.83333333333333,12,3,93
Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",83.904,12.7604,14.9,22,5,734
Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,948.228,241.1354,23.958333333333332,19,6,152
Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",1042.08,291.7824,28.000000000000004,13,4,142
Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1674.4,146.51000000000002,-29.10185185185185,20,6,87
Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,170.744,-325.6332,-177.5,11,3,502
Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,693.952,143.74720000000002,21.546296296296294,24,6,191
Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,759.1220000000001,166.84,21.9,20,5,179
Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.6759999999999,43.706,-36.9,25,5,198
Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,244.288,41.64,14.833333333333334,10,3,403
Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,386.75399999999996,100.662,25.000000000000004,15,6,306
Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,436.12800000000004,58.2802,-6.499999999999998,41,9,285
Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,664.832,-78.016,-50.5625,15,4,199
Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,344.59000000000003,67.2964,19.000000000000004,19,6,325
Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",929.48,169.2632,-18.928571428571427,21,7,156
Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,50.5848,28.000000000000004,3,1,477
Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,867.768,57.09,-41.99999999999999,30,9,164
Office Supplies,Appliances,Harmony Air Purifier,1946.7,374.22,-19.822222222222226,13,5,75
Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,128.7,37.44,26.875,12,4,580
Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,333.564,86.8566,24.625,17,4,335
Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",147.26,48.754999999999995,-10.000000000000004,9,4,536
Office Supplies,Appliances,Holmes HEPA Air Purifier,239.58,41.382,-16.458333333333332,14,6,406
Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,290.3016,43.0,3,1,194
Office Supplies,Appliances,Holmes Odor Grabber,357.616,67.774,-36.09375,30,8,315
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",151.062,47.9844,31.125,12,4,529
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",203.94,87.6942,43.0,18,4,446
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1383.0810000000001,381.2074,-4.066666666666665,26,10,100
Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",47.544000000000004,10.188,-98.00000000000001,5,2,888
Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,299.20799999999997,-177.22320000000002,-110.83333333333334,9,2,351
Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,3855.1800000000003,1503.5202,39.0,14,3,41
Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,11304.44,3247.02,28.8125,40,8,8
Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,1320.166,417.0244,31.65740740740741,12,3,106
Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,1761.76,549.7635,28.96759259259259,23,6,81
Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,18.096,-2.5056000000000003,-131.25,8,2,1014
Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1023.3520000000001,-9.303200000000004,-72.66666666666667,6,3,144
Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,91.68599999999999,-10.4118,-50.5625,18,4,692
Office Supplies,Appliances,Hoover Commercial SteamVac,168.392,35.308,-40.0,14,4,506
Office Supplies,Appliances,Hoover Portapower Portable Vacuum,61.824,1.3439999999999994,-59.375,18,4,829
Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,9.768,0.4439999999999999,-48.75,6,4,1046
Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",56.09,3.4759999999999995,-36.9,18,5,850
Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,5009.48,715.64,-29.51388888888889,16,6,26
Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,6832.908,460.35269999999986,-21.29166666666667,31,6,17
Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,3051.3,697.44,22.0,9,3,50
Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,2488.392,380.5776,-18.285714285714285,36,7,68
Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,409.6,110.592,27.0,20,6,296
Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,812.1600000000001,235.52639999999997,28.999999999999993,9,2,174
Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,147.528,-36.882000000000005,-125.0,6,2,535
Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,2491.28,563.816,-29.5,21,5,67
Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,2883.276,229.59420000000003,-31.350000000000005,21,5,57
Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,1473.108,311.22,23.680555555555557,8,4,94
Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.0,1.3,10.0,5,1,1034
Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,4476.96,956.9502,16.75,17,4,33
Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",5906.52,1653.8256000000001,28.000000000000004,18,3,22
Office Supplies,Appliances,Staple holder,528.78,118.0017,1.7307692307692302,52,13,239
Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,1243.788,74.99310000000001,-24.249999999999996,27,6,113
Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,823.2520000000001,-17.03280000000001,-78.83333333333333,16,3,173
Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,937.848,130.4832,-28.99999999999999,22,6,154
Office Supplies,Art,12 Colored Short Pencils,18.2,3.016,14.833333333333334,8,3,1013
Office Supplies,Art,4009 Highlighters,8.04,2.7336,34.0,6,1,1051
Office Supplies,Art,4009 Highlighters by Sanford,171.14,53.8096,28.8125,44,8,498
Office Supplies,Art,50 Colored Long Pencils,138.176,32.9184,22.3,14,5,560
Office Supplies,Art,American Pencil,48.93,14.189699999999998,28.999999999999996,21,6,883
Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,65.464,9.352,14.6875,24,8,815
Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",7.8,3.042,38.99999999999999,4,2,1053
Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",219.78,68.376,32.5,31,6,427
Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,20.279999999999998,7.5036000000000005,37.0,6,2,1006
Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",26.08,9.6496,37.0,9,2,984
Office Supplies,Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7.7,3.157,41.0,2,1,1054
Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,123.80799999999999,34.1056,28.0,24,6,592
Office Supplies,Art,BIC Brite Liner Grip Highlighters,24.272,8.938,39.5,17,5,994
Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",118.72,43.7144,33.916666666666664,29,6,606
Office Supplies,Art,BIC Brite Liner Highlighters,86.112,30.8844,35.78571428571429,23,7,720
Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",123.12,30.5856,23.5,21,6,593
Office Supplies,Art,BIC Liqua Brite Liner,173.5,53.576800000000006,30.666666666666668,27,6,494
Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",496.248,113.274,23.083333333333332,30,6,256
Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",618.562,120.3337,21.111111111111107,27,9,208
Office Supplies,Art,Barrel Sharpener,67.83000000000001,17.6358,26.0,19,4,800
Office Supplies,Art,Berol Giant Pencil Sharpener,254.85000000000002,49.780699999999996,20.125,17,4,395
Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",88.896,26.854,28.214285714285715,20,7,708
Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",16.176000000000002,6.739999999999999,37.0,5,2,1022
Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",45.15,13.459,26.3,22,5,903
Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",17.64,5.7456000000000005,31.166666666666668,8,3,1016
Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",25.992,10.6704,39.333333333333336,12,3,986
Office Supplies,Art,Blackstonian Pencils,49.128,12.6024,23.5,19,4,882
Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1073.112,206.26620000000003,16.571428571428573,27,7,138
Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,86.076,19.128,21.25,6,2,721
Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,43.75,13.125,30.0,5,2,910
Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,102.608,16.324,16.75,10,4,647
Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,444.60200000000003,69.9918,16.75,23,6,281
Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,171.04,44.4704,26.0,8,3,500
Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,389.70000000000005,109.116,27.999999999999996,15,3,305
Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",59.489999999999995,17.847,30.000000000000004,3,2,838
Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98,4.494,30.0,1,1,1027
Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,342.55,92.4885,27.0,17,4,329
Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",523.59,118.22999999999999,21.25,20,8,242
Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,1166.44,310.89,25.449999999999996,25,5,124
Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,297.99,70.477,22.916666666666668,13,6,352
Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,533.3679999999999,119.548,22.857142857142858,25,7,236
Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",405.36,109.785,24.166666666666668,15,3,301
Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",873.636,149.9432,16.571428571428573,32,7,162
Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,77.87,22.582299999999996,28.999999999999996,13,3,760
Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,330.924,59.5903,17.875,31,6,336
Office Supplies,Art,Col-Erase Pencils with Erasers,37.696,7.478400000000001,20.125,7,2,935
Office Supplies,Art,Colorific Watercolor Pencils,51.6,11.3004,23.083333333333332,11,3,864
Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",59.696,24.660999999999998,39.107142857142854,35,7,837
Office Supplies,Art,Crayola Colored Pencils,120.70400000000001,32.8,23.863636363636363,40,11,600
Office Supplies,Art,DIXON Oriole Pencils,44.891999999999996,8.6172,16.75,19,6,905
Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,94.86,26.784,30.285714285714285,20,7,679
Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,182.49,76.461,40.6,17,5,475
Office Supplies,Art,Design Ebony Sketching Pencil,13.622,2.3074,19.833333333333332,11,3,1031
Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",95.94,17.0235,15.6875,19,4,670
Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76,42.8982,36.785714285714285,27,7,622
Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,229.572,58.6684,23.428571428571427,28,7,420
Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",431.28999999999996,165.206,37.0,13,2,288
Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",75.348,20.0928,25.75,14,2,772
Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",23.332,4.912000000000001,18.75,8,3,1000
Office Supplies,Art,Dixon Ticonderoga Pencils,37.548,9.267800000000001,20.916666666666668,13,3,936
Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",139.872,28.272000000000002,19.642857142857142,20,7,553
Office Supplies,Art,Economy #2 Pencils,34.58,8.9908,26.0,13,4,953
Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",50.768,9.2852,16.625,18,6,872
Office Supplies,Art,Faber Castell Col-Erase Pencils,37.164,14.083200000000001,35.1,8,5,939
Office Supplies,Art,Fluorescent Highlighters by Dixon,90.744,22.4472,24.1,26,5,697
Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,111.3024,10.000000000000002,8,1,127
Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",83.952,15.857600000000001,13.3125,8,4,733
Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,671.808,153.95600000000002,18.6,20,5,195
Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",1617.9479999999999,448.164,24.750000000000004,44,10,89
Office Supplies,Art,Lumber Crayons,171.39,55.357,27.66666666666666,19,6,497
Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,88.16,27.968,31.642857142857142,30,7,710
Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,402.976,92.10879999999999,20.799999999999997,24,5,302
Office Supplies,Art,Newell 307,19.292,3.5672,22.0,12,3,1010
Office Supplies,Art,Newell 308,8.4,2.1,25.0,5,2,1049
Office Supplies,Art,Newell 309,196.35000000000002,34.65,19.5,20,5,460
Office Supplies,Art,Newell 31,94.99000000000001,23.6236,24.4,24,5,677
Office Supplies,Art,Newell 310,38.72,7.48,18.857142857142858,25,7,928
Office Supplies,Art,Newell 311,61.438,13.039,20.15625,30,8,831
Office Supplies,Art,Newell 312,234.768,34.456,15.681818181818182,49,11,415
Office Supplies,Art,Newell 313,28.208,4.264,14.833333333333334,10,3,980
Office Supplies,Art,Newell 314,118.296,17.856,16.964285714285715,24,7,607
Office Supplies,Art,Newell 315,145.912,33.787,21.875,25,6,541
Office Supplies,Art,Newell 316,46.944,8.2152,19.0,11,2,892
Office Supplies,Art,Newell 317,79.96799999999999,13.1712,18.857142857142858,32,7,751
Office Supplies,Art,Newell 318,61.716,14.4004,22.3,23,5,830
Office Supplies,Art,Newell 319,511.872,123.00800000000001,21.25,28,8,252
Office Supplies,Art,Newell 32,47.232,11.9808,25.0,17,6,889
Office Supplies,Art,Newell 320,81.32,9.4588,11.357142857142858,23,7,746
Office Supplies,Art,Newell 321,65.6,14.3664,20.125,22,4,812
Office Supplies,Art,Newell 322,30.576,6.6612,20.916666666666668,18,6,967
Office Supplies,Art,Newell 323,21.168,3.7632000000000003,19.833333333333332,14,3,1004
Office Supplies,Art,Newell 324,263.34000000000003,72.072,25.428571428571427,23,7,384
Office Supplies,Art,Newell 325,128.03,29.736,21.25,34,6,582
Office Supplies,Art,Newell 326,36.608,7.8671999999999995,23.083333333333332,23,6,944
Office Supplies,Art,Newell 327,39.78,10.7406,27.0,18,4,924
Office Supplies,Art,Newell 328,75.92,19.7392,26.0,13,3,768
Office Supplies,Art,Newell 329,24.272,4.8544,16.750000000000004,8,2,994
Office Supplies,Art,Newell 33,47.988,8.37,17.166666666666664,10,3,886
Office Supplies,Art,Newell 330,59.800000000000004,11.1228,21.374999999999996,11,4,836
Office Supplies,Art,Newell 331,75.306,14.6211,17.875,17,4,773
Office Supplies,Art,Newell 332,67.032,15.5232,23.35,24,5,804
Office Supplies,Art,Newell 333,86.73599999999999,18.848399999999998,20.954545454545453,33,11,718
Office Supplies,Art,Newell 334,531.712,135.30880000000002,22.916666666666668,27,6,238
Office Supplies,Art,Newell 335,34.56,10.0224,29.0,12,4,954
Office Supplies,Art,Newell 336,68.48,13.781600000000001,20.124999999999996,18,4,795
Office Supplies,Art,Newell 337,10.496,1.1808,11.25,4,2,1043
Office Supplies,Art,Newell 338,23.52,6.3504000000000005,27.0,8,2,999
Office Supplies,Art,Newell 339,26.688000000000002,6.116,19.833333333333332,10,3,982
Office Supplies,Art,Newell 34,460.288,93.248,20.714285714285715,25,7,270
Office Supplies,Art,Newell 340,25.92,7.5168,28.999999999999996,9,2,987
Office Supplies,Art,Newell 341,96.72800000000001,26.8356,26.464285714285715,23,7,668
Office Supplies,Art,Newell 342,9.84,2.8536,29.000000000000004,3,1,1045
Office Supplies,Art,Newell 343,65.268,13.7592,21.785714285714285,24,7,816
Office Supplies,Art,Newell 344,45.592,8.5624,19.833333333333332,18,6,899
Office Supplies,Art,Newell 345,476.16,94.4384,19.833333333333332,26,9,266
Office Supplies,Art,Newell 346,31.104,8.6112,25.45,11,5,964
Office Supplies,Art,Newell 347,127.54400000000001,30.3024,21.392857142857142,32,7,583
Office Supplies,Art,Newell 348,65.6,9.7088,14.208333333333334,24,6,812
Office Supplies,Art,Newell 349,42.64,10.0368,23.083333333333332,14,3,914
Office Supplies,Art,Newell 35,93.152,23.288,23.083333333333336,30,9,685
Office Supplies,Art,Newell 350,62.32,15.744,23.083333333333332,20,6,826
Office Supplies,Art,Newell 351,82.656,22.107200000000002,26.464285714285715,26,7,740
Office Supplies,Art,Newell Chalk Holder,83.426,36.5918,42.142857142857146,21,7,737
Office Supplies,Art,Nontoxic Chalk,42.944,18.233600000000003,43.125,27,8,913
Office Supplies,Art,"OIC #2 Pencils, Medium Soft",30.832,8.1404,23.928571428571427,17,7,965
Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,573.648,126.8064,21.375,16,4,224
Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,197.82,59.346000000000004,30.0,9,2,453
Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,124.488,26.2808,23.083333333333332,4,3,590
Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,705.208,111.538,15.625,22,6,188
Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,234.24,67.92960000000001,29.0,16,4,416
Office Supplies,Art,Peel-Off China Markers,287.97,109.4286,35.785714285714285,31,7,357
Office Supplies,Art,Pencil and Crayon Sharpener,29.346,3.7668,13.3125,16,4,976
Office Supplies,Art,Prang Colored Pencils,90.55199999999999,38.808,41.07142857142857,32,7,700
Office Supplies,Art,Prang Drawing Pencil Set,100.08,27.0772,29.522727272727273,39,11,656
Office Supplies,Art,Prang Dustless Chalk Sticks,38.976,18.816,45.3125,24,8,926
Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",81.652,19.4296,20.285714285714285,29,7,744
Office Supplies,Art,Prismacolor Color Pencil Set,436.48,155.54559999999998,34.67857142857143,24,7,284
Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",15.469999999999999,6.0996,40.375,8,2,1025
Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",80.592,34.164,41.32142857142857,15,7,748
Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,75.62400000000001,15.618,21.78571428571428,30,7,770
Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,14.2,4.402,31.0,5,3,1029
Office Supplies,Art,SANFORD Major Accent Highlighters,209.56799999999998,77.88,35.785714285714285,30,7,440
Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,565.3860000000001,140.9368,21.375,14,4,228
Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",73.152,20.735999999999997,26.5,26,5,776
Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",45.919999999999995,17.875999999999998,39.4375,15,4,898
Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",47.080000000000005,14.5948,31.0,11,2,890
Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",29.4,8.232,27.999999999999996,14,3,975
Office Supplies,Art,Sanford Liquid Accent Highlighters,149.632,48.630399999999995,30.7,24,5,533
Office Supplies,Art,Sanford Pocket Accent Highlighters,22.4,9.632,43.0,14,3,1002
Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",209.664,49.7952,23.75,7,3,439
Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",30.799999999999997,13.552,44.0,14,3,966
Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,275.076,42.7896,15.142857142857142,19,7,372
Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,293.7,63.012,23.500000000000004,24,4,355
Office Supplies,Art,Staples in misc. colors,478.812,124.05160000000001,27.11842105263158,86,19,264
Office Supplies,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",17.94,6.4584,36.0,3,1,1015
Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,37.52,10.586,27.41666666666666,6,3,937
Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,100.928,20.671999999999997,20.25,20,6,652
Office Supplies,Binders,3-ring staple pack,42.111999999999995,16.6944,41.5,26,6,915
Office Supplies,Binders,3M Organizer Strips,83.16,10.151999999999997,-9.571428571428573,26,7,738
Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",147.028,50.7164,30.352564102564106,44,13,537
Office Supplies,Binders,ACCOHIDE Binder by Acco,65.25399999999999,19.287100000000002,12.770833333333336,21,4,817
Office Supplies,Binders,Acco 3-Hole Punch,137.53199999999998,55.538399999999996,7.074074074074078,36,9,562
Office Supplies,Binders,Acco D-Ring Binder w/DublLock,235.18,-102.8378,-74.72222222222223,31,9,414
Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",287.868,64.1445,0.5416666666666643,39,10,358
Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,11.484,-5.742,-77.60416666666666,6,4,1040
Office Supplies,Binders,Acco Expandable Hanging Binders,38.918,1.0208000000000004,-17.0,11,4,927
Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",410.004,111.2868,-7.524999999999997,36,10,295
Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",122.18,7.449999999999999,-37.50000000000001,28,6,596
Office Supplies,Binders,Acco Hanging Data Binders,41.910000000000004,8.2296,-6.476190476190475,17,7,916
Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",175.388,73.8674,41.714285714285715,37,7,491
Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",62.946,-0.16139999999999866,-61.49999999999999,23,4,822
Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",67.25,19.6908,15.933333333333332,17,5,802
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",59.817,13.1826,15.000000000000004,24,5,835
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",63.627,-13.906500000000001,-64.42708333333334,37,8,821
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",131.097,18.412499999999998,-28.272727272727263,45,11,577
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",91.44,34.8996,36.69444444444444,28,9,694
Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",85.255,8.669999999999998,-43.541666666666664,10,4,726
Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,38.641999999999996,-4.892799999999999,-60.3125,29,8,929
Office Supplies,Binders,Acco Translucent Poly Ring Binders,91.728,16.2864,-1.291666666666667,31,8,691
Office Supplies,Binders,Accohide Poly Flexible Ring Binders,43.758,-19.822000000000003,-48.4375,34,8,909
Office Supplies,Binders,Aluminum Screw Posts,354.032,41.202,-31.06060606060606,41,11,316
Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",197.82999999999998,35.332,-14.391666666666666,42,10,452
Office Supplies,Binders,Angle-D Ring Binders,39.384,-1.9691999999999992,-42.5,14,6,925
Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",137.808,-14.4072,-19.25,27,6,561
Office Supplies,Binders,Avery Arch Ring Binders,1318.87,87.15000000000003,-17.924999999999997,40,10,107
Office Supplies,Binders,Avery Binder Labels,26.063,9.8806,14.41666666666667,8,4,985
Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,91.743,16.733,-19.270833333333332,26,8,690
Office Supplies,Binders,Avery Durable Binders,87.264,13.824,-22.895833333333332,50,12,716
Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",116.224,37.5004,-4.428571428571424,34,7,612
Office Supplies,Binders,Avery Durable Poly Binders,82.95,-15.5946,-70.25,33,6,739
Office Supplies,Binders,Avery Durable Slant Ring Binders,51.480000000000004,-23.76,-62.5,19,5,865
Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,90.706,12.456400000000002,-34.81481481481481,36,9,699
Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",89.55,13.611600000000001,-20.72222222222222,36,9,703
Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",239.466,37.8222,-40.229166666666664,17,4,407
